similarity,word1,word2
0.07915470086909637,type,abdominal
0.0,histology-type,age
0.0,histology-type,sex
0.0,histology-type,histology
0.0,histology-type,type
0.0,histology-type,degree
0.0,histology-type,of
0.0,histology-type,diffe
0.0,histology-type,degree-of-diffe
0.0,histology-type,bone
0.0,histology-type,bone
0.0,histology-type,marrow
0.0,histology-type,bone-marrow
0.0,histology-type,lung
0.0,histology-type,pleura
0.0,histology-type,peritoneum
0.0,histology-type,liver
0.0,histology-type,brain
0.0,histology-type,skin
0.0,histology-type,neck
0.0,histology-type,supraclavicular
0.0,histology-type,axillar
0.0,histology-type,mediastinum
0.0,histology-type,abdominal
0.5617237826922553,degree,age
0.4741199836329346,degree,sex
0.05705238089170595,degree,histology
0.6973463694859199,degree,type
0.0,degree,histology-type
0.0,degree,of
0.0,degree,diffe
0.0,degree,degree-of-diffe
0.465053560527536,degree,bone
0.465053560527536,degree,bone
0.08313095157784675,degree,marrow
0.0,degree,bone-marrow
0.0,degree,lung
0.0,degree,pleura
0.0,degree,peritoneum
0.0,degree,liver
0.08482157737492844,degree,brain
0.35929367592359857,degree,skin
0.0,degree,neck
0.0,degree,supraclavicular
0.0,degree,axillar
0.0,degree,mediastinum
0.0,degree,abdominal
0.0,of,age
0.0,of,sex
0.0,of,histology
0.0,of,type
0.0,of,histology-type
0.0,of,degree
0.0,of,diffe
0.0,of,degree-of-diffe
0.0,of,bone
0.0,of,bone
0.0,of,marrow
0.0,of,bone-marrow
0.0,of,lung
0.0,of,pleura
0.0,of,peritoneum
0.0,of,liver
0.0,of,brain
0.0,of,skin
0.0,of,neck
0.0,of,supraclavicular
0.0,of,axillar
0.0,of,mediastinum
0.0,of,abdominal
0.0,diffe,age
0.0,diffe,sex
0.0,diffe,histology
0.0,diffe,type
0.0,diffe,histology-type
0.0,diffe,degree
0.0,diffe,of
0.0,diffe,degree-of-diffe
0.0,diffe,bone
0.0,diffe,bone
0.0,diffe,marrow
0.0,diffe,bone-marrow
0.0,diffe,lung
0.0,diffe,pleura
0.0,diffe,peritoneum
0.0,diffe,liver
0.0,diffe,brain
0.0,diffe,skin
0.0,diffe,neck
0.0,diffe,supraclavicular
0.0,diffe,axillar
0.0,diffe,mediastinum
0.0,diffe,abdominal
0.0,degree-of-diffe,age
0.0,degree-of-diffe,sex
0.0,degree-of-diffe,histology
0.0,degree-of-diffe,type
0.0,degree-of-diffe,histology-type
0.0,degree-of-diffe,degree
0.0,degree-of-diffe,of
0.0,degree-of-diffe,diffe
0.0,degree-of-diffe,bone
0.0,degree-of-diffe,bone
0.0,degree-of-diffe,marrow
0.0,degree-of-diffe,bone-marrow
0.0,degree-of-diffe,lung
0.0,degree-of-diffe,pleura
0.0,degree-of-diffe,peritoneum
0.0,degree-of-diffe,liver
0.0,degree-of-diffe,brain
0.0,degree-of-diffe,skin
0.0,degree-of-diffe,neck
0.0,degree-of-diffe,supraclavicular
0.0,degree-of-diffe,axillar
0.0,degree-of-diffe,mediastinum
0.0,degree-of-diffe,abdominal
0.44759214650186674,bone,age
0.39015054456616577,bone,sex
0.04849877120726556,bone,histology
0.1001003741382636,bone,type
0.0,bone,histology-type
0.465053560527536,bone,degree
0.0,bone,of
0.0,bone,diffe
0.0,bone,degree-of-diffe
1.0,bone,bone
0.7674890325761635,bone,marrow
0.0,bone,bone-marrow
0.45579028333927657,bone,lung
0.7037548084300919,bone,pleura
1.485538789923041e-299,bone,peritoneum
0.43602894382939594,bone,liver
0.46817076037145167,bone,brain
0.8978372042389706,bone,skin
0.4763907712178086,bone,neck
0.0,bone,supraclavicular
0.0,bone,axillar
8.804498910279585e-300,bone,mediastinum
0.41710176038202,bone,abdominal
0.44759214650186674,bone,age
0.39015054456616577,bone,sex
0.04849877120726556,bone,histology
0.1001003741382636,bone,type
0.0,bone,histology-type
0.465053560527536,bone,degree
0.0,bone,of
0.0,bone,diffe
0.0,bone,degree-of-diffe
1.0,bone,bone
0.7674890325761635,bone,marrow
0.0,bone,bone-marrow
0.45579028333927657,bone,lung
0.7037548084300919,bone,pleura
1.485538789923041e-299,bone,peritoneum
0.43602894382939594,bone,liver
0.46817076037145167,bone,brain
0.8978372042389706,bone,skin
0.4763907712178086,bone,neck
0.0,bone,supraclavicular
0.0,bone,axillar
8.804498910279585e-300,bone,mediastinum
0.41710176038202,bone,abdominal
0.07868910304727433,marrow,age
0.08203613807590057,marrow,sex
0.2942897627836412,marrow,histology
0.4162422597294461,marrow,type
0.0,marrow,histology-type
0.08313095157784675,marrow,degree
0.0,marrow,of
0.0,marrow,diffe
0.0,marrow,degree-of-diffe
0.7674890325761635,marrow,bone
0.7674890325761635,marrow,bone
0.0,marrow,bone-marrow
0.3708993508687677,marrow,lung
0.5818796113140404,marrow,pleura
1.485538789923041e-299,marrow,peritoneum
0.4875722454962424,marrow,liver
0.5147204831973347,marrow,brain
0.7223581824330236,marrow,skin
0.5218541026848738,marrow,neck
0.0,marrow,supraclavicular
0.0,marrow,axillar
8.804498910279585e-300,marrow,mediastinum
0.3448687061206786,marrow,abdominal
0.0,bone-marrow,age
0.0,bone-marrow,sex
0.0,bone-marrow,histology
0.0,bone-marrow,type
0.0,bone-marrow,histology-type
0.0,bone-marrow,degree
0.0,bone-marrow,of
0.0,bone-marrow,diffe
0.0,bone-marrow,degree-of-diffe
0.0,bone-marrow,bone
0.0,bone-marrow,bone
0.0,bone-marrow,marrow
0.0,bone-marrow,lung
0.0,bone-marrow,pleura
0.0,bone-marrow,peritoneum
0.0,bone-marrow,liver
0.0,bone-marrow,brain
0.0,bone-marrow,skin
0.0,bone-marrow,neck
0.0,bone-marrow,supraclavicular
0.0,bone-marrow,axillar
0.0,bone-marrow,mediastinum
0.0,bone-marrow,abdominal
0.0,lung,age
0.09125206402594718,lung,sex
0.0,lung,histology
0.08683498432703968,lung,type
0.0,lung,histology-type
0.0,lung,degree
0.0,lung,of
0.0,lung,diffe
0.0,lung,degree-of-diffe
0.45579028333927657,lung,bone
0.45579028333927657,lung,bone
0.3708993508687677,lung,marrow
0.0,lung,bone-marrow
0.37377009176924136,lung,pleura
8.804498910279585e-300,lung,peritoneum
0.7559767288934779,lung,liver
0.4142643195147663,lung,brain
0.4264257956399943,lung,skin
0.4206873764881828,lung,neck
0.0,lung,supraclavicular
0.0,lung,axillar
8.804498910279585e-300,lung,mediastinum
0.5457699245771406,lung,abdominal
0.0,pleura,age
0.08280854198722458,pleura,sex
0.0,pleura,histology
0.07915470086909637,pleura,type
0.0,pleura,histology-type
0.0,pleura,degree
0.0,pleura,of
0.0,pleura,diffe
0.0,pleura,degree-of-diffe
0.7037548084300919,pleura,bone
0.7037548084300919,pleura,bone
0.5818796113140404,pleura,marrow
0.0,pleura,bone-marrow
0.37377009176924136,pleura,lung
2.5347680887668663e-299,pleura,peritoneum
0.36037650146532413,pleura,liver
0.38205520986873803,pleura,brain
0.6620354911778299,pleura,skin
0.38751172977413584,pleura,neck
0.0,pleura,supraclavicular
0.0,pleura,axillar
8.804498910279585e-300,pleura,mediastinum
0.3473492880590455,pleura,abdominal
0.0,peritoneum,age
1.6035182299077988e-300,peritoneum,sex
0.0,peritoneum,histology
1.6035182299077988e-300,peritoneum,type
0.0,peritoneum,histology-type
0.0,peritoneum,degree
0.0,peritoneum,of
0.0,peritoneum,diffe
0.0,peritoneum,degree-of-diffe
1.485538789923041e-299,peritoneum,bone
1.485538789923041e-299,peritoneum,bone
1.485538789923041e-299,peritoneum,marrow
0.0,peritoneum,bone-marrow
8.804498910279585e-300,peritoneum,lung
2.5347680887668663e-299,peritoneum,pleura
8.804498910279585e-300,peritoneum,liver
8.804498910279585e-300,peritoneum,brain
1.485538789923041e-299,peritoneum,skin
8.804498910279585e-300,peritoneum,neck
0.0,peritoneum,supraclavicular
0.0,peritoneum,axillar
4.402249455139792e-300,peritoneum,mediastinum
8.804498910279585e-300,peritoneum,abdominal
0.0,liver,age
0.08722673048474619,liver,sex
0.0,liver,histology
0.24129633076011905,liver,type
0.0,liver,histology-type
0.0,liver,degree
0.0,liver,of
0.0,liver,diffe
0.0,liver,degree-of-diffe
0.43602894382939594,liver,bone
0.43602894382939594,liver,bone
0.4875722454962424,liver,marrow
0.0,liver,bone-marrow
0.7559767288934779,liver,lung
0.36037650146532413,liver,pleura
8.804498910279585e-300,liver,peritoneum
0.7892125598414673,liver,brain
0.4090802494910669,liver,skin
0.6187158589838189,liver,neck
0.0,liver,supraclavicular
0.0,liver,axillar
8.804498910279585e-300,liver,mediastinum
0.5262129323753703,liver,abdominal
0.08020224444180941,brain,age
0.09652404871360512,brain,sex
0.23944757441744027,brain,histology
0.3405000545530552,brain,type
0.0,brain,histology-type
0.08482157737492844,brain,degree
0.0,brain,of
0.0,brain,diffe
0.0,brain,degree-of-diffe
0.46817076037145167,brain,bone
0.46817076037145167,brain,bone
0.5147204831973347,brain,marrow
0.0,brain,bone-marrow
0.4142643195147663,brain,lung
0.38205520986873803,brain,pleura
8.804498910279585e-300,brain,peritoneum
0.7892125598414673,brain,liver
0.4372434936690547,brain,skin
0.6587682986394529,brain,neck
0.0,brain,supraclavicular
0.0,brain,axillar
1.1976791459725027e-299,brain,mediastinum
0.38205520986873803,brain,abdominal
0.25912257264293775,skin,age
0.30724494511756284,skin,sex
0.04885240383832272,skin,histology
0.24657211172197768,skin,type
0.0,skin,histology-type
0.35929367592359857,skin,degree
0.0,skin,of
0.0,skin,diffe
0.0,skin,degree-of-diffe
0.8978372042389706,skin,bone
0.8978372042389706,skin,bone
0.7223581824330236,skin,marrow
0.0,skin,bone-marrow
0.4264257956399943,skin,lung
0.6620354911778299,skin,pleura
1.485538789923041e-299,skin,peritoneum
0.4090802494910669,skin,liver
0.4372434936690547,skin,brain
0.44440504486290455,skin,neck
0.0,skin,supraclavicular
0.0,skin,axillar
8.804498910279585e-300,skin,mediastinum
0.39237553406084946,skin,abdominal
0.0,neck,age
0.0960764952690299,neck,sex
0.0,neck,histology
0.25328386793427116,neck,type
0.0,neck,histology-type
0.0,neck,degree
0.0,neck,of
0.0,neck,diffe
0.0,neck,degree-of-diffe
0.4763907712178086,neck,bone
0.4763907712178086,neck,bone
0.5218541026848738,neck,marrow
0.0,neck,bone-marrow
0.4206873764881828,neck,lung
0.38751172977413584,neck,pleura
8.804498910279585e-300,neck,peritoneum
0.6187158589838189,neck,liver
0.6587682986394529,neck,brain
0.44440504486290455,neck,skin
0.0,neck,supraclavicular
0.0,neck,axillar
8.804498910279585e-300,neck,mediastinum
0.38751172977413584,neck,abdominal
0.0,supraclavicular,age
0.0,supraclavicular,sex
0.0,supraclavicular,histology
0.0,supraclavicular,type
0.0,supraclavicular,histology-type
0.0,supraclavicular,degree
0.0,supraclavicular,of
0.0,supraclavicular,diffe
0.0,supraclavicular,degree-of-diffe
0.0,supraclavicular,bone
0.0,supraclavicular,bone
0.0,supraclavicular,marrow
0.0,supraclavicular,bone-marrow
0.0,supraclavicular,lung
0.0,supraclavicular,pleura
0.0,supraclavicular,peritoneum
0.0,supraclavicular,liver
0.0,supraclavicular,brain
0.0,supraclavicular,skin
0.0,supraclavicular,neck
0.0,supraclavicular,axillar
0.0,supraclavicular,mediastinum
0.0,supraclavicular,abdominal
0.0,axillar,age
0.0,axillar,sex
0.0,axillar,histology
0.0,axillar,type
0.0,axillar,histology-type
0.0,axillar,degree
0.0,axillar,of
0.0,axillar,diffe
0.0,axillar,degree-of-diffe
0.0,axillar,bone
0.0,axillar,bone
0.0,axillar,marrow
0.0,axillar,bone-marrow
0.0,axillar,lung
0.0,axillar,pleura
0.0,axillar,peritoneum
0.0,axillar,liver
0.0,axillar,brain
0.0,axillar,skin
0.0,axillar,neck
0.0,axillar,supraclavicular
0.0,axillar,mediastinum
0.0,axillar,abdominal
0.0,mediastinum,age
1.6035182299077988e-300,mediastinum,sex
0.0,mediastinum,histology
1.6035182299077988e-300,mediastinum,type
0.0,mediastinum,histology-type
0.0,mediastinum,degree
0.0,mediastinum,of
0.0,mediastinum,diffe
0.0,mediastinum,degree-of-diffe
8.804498910279585e-300,mediastinum,bone
8.804498910279585e-300,mediastinum,bone
8.804498910279585e-300,mediastinum,marrow
0.0,mediastinum,bone-marrow
8.804498910279585e-300,mediastinum,lung
8.804498910279585e-300,mediastinum,pleura
4.402249455139792e-300,mediastinum,peritoneum
8.804498910279585e-300,mediastinum,liver
1.1976791459725027e-299,mediastinum,brain
8.804498910279585e-300,mediastinum,skin
8.804498910279585e-300,mediastinum,neck
0.0,mediastinum,supraclavicular
0.0,mediastinum,axillar
8.804498910279585e-300,mediastinum,abdominal
0.0,abdominal,age
0.08280854198722458,abdominal,sex
0.0,abdominal,histology
0.07915470086909637,abdominal,type
0.0,abdominal,histology-type
0.0,abdominal,degree
0.0,abdominal,of
0.0,abdominal,diffe
0.0,abdominal,degree-of-diffe
0.41710176038202,abdominal,bone
0.41710176038202,abdominal,bone
0.3448687061206786,abdominal,marrow
0.0,abdominal,bone-marrow
0.5457699245771406,abdominal,lung
0.3473492880590455,abdominal,pleura
8.804498910279585e-300,abdominal,peritoneum
0.5262129323753703,abdominal,liver
0.38205520986873803,abdominal,brain
0.39237553406084946,abdominal,skin
0.38751172977413584,abdominal,neck
0.0,abdominal,supraclavicular
0.0,abdominal,axillar
8.804498910279585e-300,abdominal,mediastinum
1.0,age,age
1.0,sex,sex
1.0,histology,histology
1.0,type,type
1.0,histology-type,histology-type
1.0,degree,degree
1.0,of,of
1.0,diffe,diffe
1.0,degree-of-diffe,degree-of-diffe
1.0,bone,bone
1.0,bone,bone
1.0,marrow,marrow
1.0,bone-marrow,bone-marrow
1.0,lung,lung
1.0,pleura,pleura
1.0,peritoneum,peritoneum
1.0,liver,liver
1.0,brain,brain
1.0,skin,skin
1.0,neck,neck
1.0,supraclavicular,supraclavicular
1.0,axillar,axillar
1.0,mediastinum,mediastinum
1.0,abdominal,abdominal
